Order ID,Order Date,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Profit
CA-2017-114412,4/15/2017,Andrew Allen,Consumer,Concord,North Carolina,South,Office Supplies,Paper,Xerox 1967,15.552,3,5.4432
CA-2016-161389,12/5/2016,Irene Maddox,Consumer,Seattle,Washington,West,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976,3,132.5922
US-2015-118983,11/22/2015,Harold Pawlan,Home Office,Fort Worth,Texas,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,5,-123.858
US-2015-118983,11/22/2015,Harold Pawlan,Home Office,Fort Worth,Texas,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3,-3.816
CA-2014-105893,11/11/2014,Pete Kriz,Consumer,Madison,Wisconsin,Central,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,13.3176
CA-2014-167164,5/13/2014,Alejandro Grove,Consumer,West Jordan,Utah,West,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,9.99
CA-2014-143336,8/27/2014,Zuschuss Donatelli,Consumer,San Francisco,California,West,Office Supplies,Art,Newell 341,8.56,2,2.4824
CA-2014-143336,8/27/2014,Zuschuss Donatelli,Consumer,San Francisco,California,West,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,16.011
CA-2014-143336,8/27/2014,Zuschuss Donatelli,Consumer,San Francisco,California,West,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,7.384
CA-2016-137330,12/9/2016,Ken Black,Corporate,Fremont,Nebraska,Central,Office Supplies,Art,Newell 318,19.46,7,5.0596
CA-2016-137330,12/9/2016,Ken Black,Corporate,Fremont,Nebraska,Central,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,15.6884
US-2017-156909,7/16/2017,Sandra Flanagan,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,-1.0196
CA-2015-106320,9/25/2015,Emily Burns,Consumer,Orem,Utah,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,240.2649
CA-2016-121755,1/16/2016,Eric Hoffmann,Consumer,Los Angeles,California,West,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,4.2224
CA-2016-121755,1/16/2016,Eric Hoffmann,Consumer,Los Angeles,California,West,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,11.7741
US-2015-150630,9/17/2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,-1665.0522
US-2015-150630,9/17/2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,-7.0532
US-2015-150630,9/17/2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,15.525
US-2015-150630,9/17/2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,1.1016
US-2015-150630,9/17/2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,9.70919999999999
US-2015-150630,9/17/2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,-5.715
US-2015-150630,9/17/2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,Lumber Crayons,15.76,2,3.546
CA-2017-107727,10/19/2017,Matt Abelman,Home Office,Houston,Texas,Central,Office Supplies,Paper,Easy-staple paper,29.472,3,9.9468
CA-2016-117590,12/8/2016,Gene Hale,Corporate,Richardson,Texas,Central,Technology,Phones,GE 30524EE4,1097.544,7,123.4737
CA-2016-117590,12/8/2016,Gene Hale,Corporate,Richardson,Texas,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,-147.963
CA-2015-117415,12/27/2015,Steve Nguyen,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,35.415
CA-2015-117415,12/27/2015,Steve Nguyen,Home Office,Houston,Texas,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,-46.9764
CA-2015-117415,12/27/2015,Steve Nguyen,Home Office,Houston,Texas,Central,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,-15.147
CA-2015-117415,12/27/2015,Steve Nguyen,Home Office,Houston,Texas,Central,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,41.7564
CA-2017-120999,9/10/2017,Linda Cazamias,Corporate,Naperville,Illinois,Central,Technology,Phones,Panasonic Kx-TS550,147.168,4,16.5564
CA-2016-101343,7/17/2016,Ruben Ausman,Corporate,Los Angeles,California,West,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,3.89399999999999
CA-2017-139619,9/19/2017,Erin Smith,Corporate,Melbourne,Florida,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,9.56160000000001
CA-2016-118255,3/11/2016,Odella Nelson,Corporate,Eagan,Minnesota,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,19.7714
CA-2016-118255,3/11/2016,Odella Nelson,Corporate,Eagan,Minnesota,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,8.2062
CA-2014-146703,10/20/2014,Patrick O'Donnell,Consumer,Westland,Michigan,Central,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.47839999999999
CA-2016-169194,6/20/2016,Lena Hernandez,Consumer,Dover,Delaware,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,3,4.95
CA-2016-169194,6/20/2016,Lena Hernandez,Consumer,Dover,Delaware,East,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,6.104
CA-2015-115742,4/18/2015,Darren Powers,Consumer,New Albany,Indiana,Central,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,17.9634
CA-2015-115742,4/18/2015,Darren Powers,Consumer,New Albany,Indiana,Central,Office Supplies,Labels,Avery 485,75.18,6,35.3346
CA-2015-115742,4/18/2015,Darren Powers,Consumer,New Albany,Indiana,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,2.9568
CA-2015-115742,4/18/2015,Darren Powers,Consumer,New Albany,Indiana,Central,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,17.0981
CA-2016-105816,12/11/2016,Janet Molinari,Corporate,New York City,New York,East,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,6.2566
CA-2016-105816,12/11/2016,Janet Molinari,Corporate,New York City,New York,East,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,298.6855
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,52.14
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Paper,Xerox 232,32.4,5,15.552
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,East,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,7.09800000000001
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,6.9888
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,2,3.3
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Binders,Plastic Binding Combs,48.48,4,16.362
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,East,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.84
CA-2015-135545,11/24/2015,Kunst Miller,Consumer,Los Angeles,California,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,6.1512
CA-2015-135545,11/24/2015,Kunst Miller,Consumer,Los Angeles,California,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,9.3612
CA-2015-135545,11/24/2015,Kunst Miller,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1943,146.73,3,68.9631
CA-2015-135545,11/24/2015,Kunst Miller,Consumer,Los Angeles,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,22.3328
US-2015-164175,4/30/2015,Paul Stevenson,Home Office,Chicago,Illinois,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,-15.2225
CA-2014-106376,12/5/2014,Brendan Sweed,Corporate,Gilbert,Arizona,West,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,111.3024
CA-2014-106376,12/5/2014,Brendan Sweed,Corporate,Gilbert,Arizona,West,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,62.988
CA-2016-119823,6/4/2016,Karen Daniels,Consumer,Springfield,Virginia,South,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,35.6636
CA-2016-106075,9/18/2016,Henry MacAllister,Consumer,New York City,New York,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,1.731
CA-2017-114440,9/14/2017,Tracy Blumstein,Consumer,Jackson,Michigan,Central,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,8.763
US-2015-134026,4/26/2015,Joel Eaton,Consumer,Memphis,Tennessee,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,-114.3912
US-2015-134026,4/26/2015,Joel Eaton,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,1.213
US-2015-134026,4/26/2015,Joel Eaton,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,-18.196
US-2017-118038,12/9/2017,Ken Brennan,Corporate,Houston,Texas,Central,Office Supplies,Binders,Economy Binders,1.248,3,-1.9344
US-2017-118038,12/9/2017,Ken Brennan,Corporate,Houston,Texas,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,-5.8248
US-2017-118038,12/9/2017,Ken Brennan,Corporate,Houston,Texas,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,2.724
US-2014-147606,11/26/2014,Joel Eaton,Consumer,Houston,Texas,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,-14.475
CA-2016-127208,6/12/2016,Stewart Carmichael,Corporate,Decatur,Alabama,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,56.2032
CA-2016-127208,6/12/2016,Stewart Carmichael,Corporate,Decatur,Alabama,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,8.0352
CA-2014-139451,10/12/2014,Duane Noonan,Consumer,San Francisco,California,West,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,4.172
CA-2014-139451,10/12/2014,Duane Noonan,Consumer,San Francisco,California,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,6.2031
CA-2015-149734,9/3/2015,Julie Creighton,Corporate,Durham,North Carolina,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,62.8075
US-2017-119662,11/13/2017,Christopher Schild,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,-48.9549
CA-2017-140088,5/28/2017,Patrick O'Donnell,Consumer,Columbia,South Carolina,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,33.2156
CA-2017-155558,10/26/2017,Paul Gonzalez,Consumer,Rochester,Minnesota,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,6.7966
CA-2017-155558,10/26/2017,Paul Gonzalez,Consumer,Rochester,Minnesota,Central,Office Supplies,Labels,Avery 511,6.16,2,2.9568
CA-2016-159695,4/5/2016,Gary Mitchum,Home Office,Houston,Texas,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,13.8572
CA-2016-109806,9/17/2016,Jim Sink,Corporate,Los Angeles,California,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,6.633
CA-2016-109806,9/17/2016,Jim Sink,Corporate,Los Angeles,California,West,Technology,Phones,Panasonic Kx-TS550,73.584,2,8.2782
CA-2016-109806,9/17/2016,Jim Sink,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 1995,6.48,1,3.1104
CA-2015-149587,1/31/2015,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,Xerox 1999,12.96,2,6.2208
CA-2015-149587,1/31/2015,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,16.5354
CA-2015-149587,1/31/2015,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,16.1504
US-2017-109484,11/6/2017,Roger Barcio,Home Office,Portland,Oregon,West,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,-3.788
CA-2017-161018,11/9/2017,Parhena Norris,Home Office,New York City,New York,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,40.5426
CA-2017-157833,6/17/2017,Katherine Ducich,Consumer,San Francisco,California,West,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,17.9592
CA-2016-149223,9/6/2016,Elpida Rittenbach,Corporate,Saint Paul,Minnesota,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,22.5852
CA-2016-158568,8/29/2016,Rick Bensley,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,22.6184
CA-2016-158568,8/29/2016,Rick Bensley,Home Office,Chicago,Illinois,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,-10.7973
CA-2016-158568,8/29/2016,Rick Bensley,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,-3.0396
CA-2016-129903,12/1/2016,Gary Zandusky,Consumer,Rochester,Minnesota,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,11.7208
US-2015-156867,11/13/2015,Lena Cacioppo,Consumer,Aurora,Colorado,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,-26.8758
US-2015-156867,11/13/2015,Lena Cacioppo,Consumer,Aurora,Colorado,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,-3.83850000000001
US-2015-156867,11/13/2015,Lena Cacioppo,Consumer,Aurora,Colorado,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,-25.8174
CA-2017-119004,11/23/2017,Janet Martin,Consumer,Charlotte,North Carolina,South,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,17.6016
CA-2017-119004,11/23/2017,Janet Martin,Consumer,Charlotte,North Carolina,South,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,2.0994
CA-2017-119004,11/23/2017,Janet Martin,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,Newell Chalk Holder,3.304,1,1.0738
CA-2015-129476,10/15/2015,Pete Armstrong,Home Office,Orland Park,Illinois,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,67.992
CA-2017-146780,12/25/2017,Cynthia Voltz,Corporate,New York City,New York,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,10.9096
CA-2016-128867,11/3/2016,Clay Ludtke,Consumer,Urbandale,Iowa,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,22.788
CA-2016-128867,11/3/2016,Clay Ludtke,Consumer,Urbandale,Iowa,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,13.3476
CA-2014-115259,8/25/2014,Ryan Crowe,Consumer,Columbus,Ohio,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,14.5348
CA-2014-115259,8/25/2014,Ryan Crowe,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,1.652
CA-2014-115259,8/25/2014,Ryan Crowe,Consumer,Columbus,Ohio,East,Office Supplies,Paper,Xerox 1921,23.976,3,7.4925
CA-2014-115259,8/25/2014,Ryan Crowe,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,44.0316
CA-2015-110457,3/2/2015,Dave Kipp,Consumer,Seattle,Washington,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,165.3813
US-2015-136476,4/5/2015,Greg Guthrie,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,-115.7156
CA-2016-103730,6/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,18.3456
CA-2016-103730,6/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,13.878
CA-2016-103730,6/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,63.4368
CA-2016-103730,6/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,51.759
CA-2016-103730,6/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,19.7316
US-2014-152030,12/26/2014,Alan Dominguez,Home Office,Houston,Texas,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,-8.57940000000008
US-2014-134614,9/20/2014,Philip Fox,Consumer,Bloomington,Illinois,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,-407.682
US-2017-107272,11/5/2017,Troy Staebel,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,-1.8308
US-2017-107272,11/5/2017,Troy Staebel,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,30.499
US-2016-125969,11/6/2016,Lindsay Shagiari,Home Office,Los Angeles,California,West,Furniture,Chairs,"Global Task Chair, Black",81.424,2,-9.1602
US-2016-125969,11/6/2016,Lindsay Shagiari,Home Office,Los Angeles,California,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.2416
US-2017-164147,2/2/2017,Dorothy Wardle,Corporate,Columbus,Ohio,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,-11.994
US-2017-164147,2/2/2017,Dorothy Wardle,Corporate,Columbus,Ohio,East,Office Supplies,Paper,Xerox 1916,78.304,2,29.364
US-2017-164147,2/2/2017,Dorothy Wardle,Corporate,Columbus,Ohio,East,Office Supplies,Fasteners,Staples,21.456,9,6.9732
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Paper,Xerox 195,20.04,3,9.6192
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Paper,Xerox 1880,35.44,1,16.6568
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Fasteners,Ideal Clamps,4.02,2,1.9698
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,26.6616
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,18.4464
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.6976
CA-2016-110366,9/5/2016,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,10.35
CA-2017-106180,9/18/2017,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Art,Newell 343,8.82,3,2.3814
CA-2017-106180,9/18/2017,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,5.1042
CA-2017-106180,9/18/2017,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1911,143.7,3,68.976
CA-2017-155376,12/22/2017,Sandra Glassco,Consumer,Independence,Missouri,Central,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,218.2518
CA-2015-110744,9/7/2015,Helen Andreada,Consumer,Pasadena,California,West,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,20.1579
CA-2014-110072,10/22/2014,Maureen Gastineau,Home Office,Newark,Ohio,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,12.9096
CA-2016-114489,12/5/2016,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,103.8015
CA-2016-114489,12/5/2016,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,5.99879999999998
CA-2016-114489,12/5/2016,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,585.552
CA-2016-114489,12/5/2016,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,80.6285
CA-2016-158834,3/13/2016,Tamara Willingham,Home Office,Scottsdale,Arizona,West,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.766
CA-2016-158834,3/13/2016,Tamara Willingham,Home Office,Scottsdale,Arizona,West,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,15.2388
CA-2015-124919,5/31/2015,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,26.271
CA-2015-124919,5/31/2015,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Paper,Xerox 1883,105.52,4,48.5392
CA-2015-124919,5/31/2015,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,21.0288
CA-2015-118948,5/28/2015,Neil Knudson,Home Office,Seattle,Washington,West,Office Supplies,Art,Newell 311,6.63,3,1.7901
CA-2014-104269,3/1/2014,Dave Brooks,Consumer,Seattle,Washington,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,51.4763999999999
CA-2016-114104,11/20/2016,Nora Paige,Consumer,Edmond,Oklahoma,Central,Office Supplies,Labels,Avery 519,14.62,2,6.8714
CA-2016-114104,11/20/2016,Nora Paige,Consumer,Edmond,Oklahoma,Central,Technology,Phones,Avaya 5420 Digital phone,944.93,7,236.2325
CA-2016-162733,5/11/2016,Ted Trevino,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1920,5.98,1,2.691
CA-2015-119697,12/28/2015,Eric Murdock,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,1.3596
